var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,f0,f1,f2
0,5,3,5,2,0,2,2,1,0,3,2,0,3,0,4,0,2,1,0,4,0,0,0,5,1,3,4,3,4,2,3,1,2,0,5,5,0,5,2,0,1,0,4,4,1,5,5,0,4,3,4,0,0,0,2,0,3,5,0,0,3,2,0,0,0,4,4,3,2,5,3,4,3,2,3,4,1,0,3,5,1,3,1,3,0,2,4,1,0,3,1,0,5,1,2,0,0,1,2,249,563,325
2,5,1,5,2,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,0,0,0,5,1,3,2,3,0,2,3,1,2,0,5,5,0,5,2,0,1,0,4,4,1,5,5,0,3,3,0,0,0,0,2,4,3,0,0,3,0,2,0,0,0,4,4,3,2,4,3,4,5,2,3,3,5,0,2,5,3,0,1,2,2,5,2,2,0,4,1,5,0,4,2,3,5,4,5,368,684,163
2,5,1,5,2,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,1,0,0,5,1,3,2,3,4,2,3,1,2,0,5,5,0,5,2,0,1,0,4,4,1,5,5,0,3,3,0,0,0,0,2,4,3,0,0,3,0,2,0,0,0,4,4,3,2,4,3,4,5,2,3,3,5,0,2,5,3,0,1,2,2,5,2,2,0,4,1,5,0,4,2,3,5,4,5,322,663,183
0,5,1,5,1,0,2,5,5,0,3,1,2,4,5,3,0,4,1,0,1,1,1,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,5,0,0,2,0,4,2,2,0,5,0,3,0,0,4,0,0,0,4,0,0,0,0,0,2,0,1,0,4,4,3,2,4,3,4,5,2,3,5,1,0,5,5,0,3,1,3,0,5,3,1,1,4,1,0,5,1,2,0,3,1,2,480,180,711
1,3,3,4,1,0,2,5,5,0,3,1,2,4,5,3,0,4,2,0,1,1,1,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,5,0,0,2,0,4,2,2,0,5,0,3,0,0,4,0,0,0,4,0,0,0,0,0,2,0,1,0,4,4,3,2,4,3,4,5,2,3,5,1,0,5,5,0,3,1,3,0,5,3,1,1,4,1,0,5,1,2,0,3,1,2,528,193,681
0,5,1,5,1,0,2,5,5,0,3,1,2,4,5,3,0,2,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,5,5,2,0,0,0,4,2,2,0,5,0,3,0,1,0,0,3,0,4,3,0,0,0,0,2,0,1,0,4,4,3,4,4,3,4,5,2,3,5,1,0,5,5,0,3,1,2,0,2,3,1,0,3,1,0,5,1,2,0,3,1,2,386,291,579
1,3,3,4,1,0,2,5,5,0,3,1,2,4,4,3,5,4,2,0,1,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,5,0,0,2,0,4,2,2,0,5,0,3,0,0,4,0,0,0,4,3,0,0,0,0,2,4,1,0,4,4,4,4,4,3,1,5,2,3,5,1,0,5,5,1,3,1,2,0,2,3,1,0,3,1,0,5,1,2,0,3,1,2,512,258,488
0,5,1,5,2,0,2,2,5,4,2,3,0,3,0,4,0,2,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,5,0,5,2,0,2,0,4,1,2,0,5,0,3,0,1,0,0,0,0,0,3,0,0,3,0,2,0,1,0,4,4,3,2,4,3,4,5,2,3,5,1,0,5,5,1,3,1,2,0,2,3,1,0,3,1,3,5,1,2,0,3,1,2,315,623,391
0,2,1,5,2,0,2,5,5,4,4,0,5,1,0,4,0,2,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,4,5,2,0,2,0,4,2,2,0,5,0,3,4,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,4,4,3,3,4,3,4,5,2,3,5,1,0,5,5,1,3,2,3,0,2,4,1,0,3,1,0,5,1,2,0,3,1,2,280,514,534
2,5,1,4,5,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,1,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,3,0,1,0,0,0,0,0,3,5,0,0,3,2,0,0,0,4,4,3,2,5,3,4,3,4,3,3,5,0,3,5,0,3,1,4,3,0,2,2,0,4,4,5,0,4,2,3,5,4,5,419,519,287
2,5,1,5,2,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,1,0,5,4,1,5,5,0,3,3,1,0,0,0,2,4,3,5,0,0,3,2,1,0,0,4,4,3,2,5,4,4,3,2,3,3,5,0,3,5,0,0,1,0,0,5,2,2,0,4,1,5,0,4,2,3,5,4,5,432,579,109
2,5,1,4,5,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,1,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,3,0,1,0,0,0,2,4,3,5,0,0,3,2,0,1,0,4,2,3,2,5,3,4,3,4,3,3,5,0,3,5,0,0,1,2,2,5,2,2,0,4,1,5,0,4,2,3,5,4,5,480,544,150
2,5,1,5,2,0,2,5,5,4,2,3,0,3,0,3,0,2,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,1,0,5,4,1,5,5,0,3,3,0,0,0,0,2,4,3,5,0,0,3,2,1,0,0,4,4,3,2,5,4,4,3,2,3,3,5,0,3,5,0,0,1,0,0,5,2,2,0,4,1,5,0,4,2,3,5,4,5,466,536,156
2,5,1,4,5,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,3,3,1,0,0,0,2,4,3,0,0,3,0,2,0,0,0,4,4,3,2,4,3,4,5,2,3,3,5,0,2,5,0,0,1,2,2,5,2,2,0,4,1,5,0,4,2,3,5,4,5,406,645,182
1,3,3,4,1,0,2,5,5,0,3,1,2,4,5,3,0,4,2,0,1,1,1,0,5,1,3,2,3,4,2,3,1,2,0,1,0,3,5,0,0,2,0,4,2,2,0,5,0,3,0,0,4,0,0,0,4,3,0,0,0,0,2,4,1,0,4,4,4,4,4,3,1,5,2,3,5,2,0,2,5,0,3,1,3,0,4,4,1,5,3,1,0,5,1,2,0,3,1,2,530,144,613
0,3,3,4,1,0,2,5,5,0,3,1,2,4,5,3,0,4,2,0,1,1,1,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,5,0,0,2,0,4,2,2,0,5,0,3,0,0,4,0,0,0,4,0,0,0,0,0,2,0,1,0,4,4,3,2,4,3,4,5,2,3,5,1,1,5,5,0,3,1,3,0,5,3,1,1,4,1,0,5,1,2,0,3,1,2,431,170,694
1,3,3,4,1,0,2,5,5,0,3,1,2,4,5,3,0,4,2,0,1,1,1,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,5,0,0,2,0,4,2,2,0,5,0,3,0,0,4,0,0,0,4,3,0,0,0,0,2,4,1,0,4,4,4,4,4,3,1,5,2,3,5,2,0,2,5,0,3,1,3,0,4,4,1,5,3,1,0,5,1,2,0,3,1,2,530,144,613
1,3,3,5,2,0,2,5,5,4,2,0,4,1,0,4,0,2,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,5,5,2,0,2,0,4,2,2,0,5,0,3,3,1,0,2,0,0,4,3,3,1,0,0,0,0,1,0,4,2,4,4,4,3,1,5,2,3,5,1,0,5,5,1,3,1,2,0,2,3,2,5,3,1,0,5,1,2,0,3,1,2,321,439,423
2,5,3,4,1,0,5,2,0,0,3,1,1,3,0,4,0,4,1,0,2,0,1,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,5,0,0,2,0,4,2,2,0,5,0,3,0,1,4,0,0,0,4,3,0,0,0,0,2,0,1,0,4,4,3,4,4,3,4,5,2,3,3,5,0,5,5,0,3,1,4,3,0,2,2,0,4,4,4,5,4,2,3,5,4,5,603,236,433
2,5,1,4,5,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,0,0,0,1,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,3,3,1,0,0,0,2,4,3,0,0,0,0,2,4,1,0,4,1,3,1,4,3,4,3,2,3,5,5,0,5,5,0,3,1,4,3,0,2,2,0,4,4,4,0,4,2,3,5,4,5,504,484,216
0,5,1,5,2,0,2,2,1,0,3,2,0,3,0,4,0,2,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,3,3,1,4,0,0,2,4,3,5,0,0,3,2,0,1,0,4,4,3,2,5,3,4,3,4,3,3,5,0,3,5,0,3,1,4,3,0,2,1,0,3,1,0,5,1,2,0,3,1,2,443,430,318
2,5,1,4,5,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,0,0,0,1,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,3,3,0,0,0,0,2,4,3,5,0,0,3,2,0,1,0,4,2,3,2,5,3,4,3,4,3,3,5,0,3,5,0,0,1,2,2,5,2,2,0,4,1,5,0,4,2,3,5,4,2,510,518,150
2,5,1,4,5,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,1,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,3,3,1,0,0,0,2,4,3,0,0,3,0,2,0,0,0,4,4,3,2,4,3,4,5,2,3,3,5,0,2,5,0,0,1,2,2,5,2,2,0,4,1,5,0,4,2,3,5,4,5,367,658,200
2,5,1,4,5,0,0,5,5,4,2,3,0,3,0,4,0,2,1,0,4,0,0,0,1,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,2,0,4,2,2,1,5,0,3,3,0,0,0,0,2,4,3,5,0,0,3,2,0,1,3,4,2,3,2,5,3,4,3,4,3,3,5,0,3,5,0,0,1,2,2,5,2,2,0,4,1,5,0,4,2,3,5,4,5,388,532,98
1,3,3,4,1,0,2,5,5,0,3,1,2,4,5,3,0,4,2,0,1,1,1,0,5,5,3,2,3,4,2,3,1,2,0,5,0,3,5,0,0,2,0,4,2,2,0,5,0,3,0,0,4,0,0,0,4,3,0,0,0,0,2,4,1,0,4,4,4,4,4,3,1,5,2,3,5,2,0,2,5,0,3,1,3,0,4,4,1,5,3,1,0,5,1,2,0,3,1,2,530,144,613
1,3,3,4,3,0,2,5,0,4,3,1,2,4,5,3,0,4,2,0,1,1,1,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,5,0,0,2,0,4,2,2,0,5,0,3,0,0,4,0,0,0,4,3,0,0,0,0,2,4,1,0,4,4,4,4,4,3,1,5,2,3,5,2,0,2,5,0,3,1,3,0,4,4,1,5,3,1,0,5,1,2,1,3,1,4,564,95,581
2,3,3,4,3,0,2,5,3,4,3,1,2,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,3,0,2,0,0,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,2,0,1,0,4,1,3,2,4,3,4,3,2,3,5,2,0,5,5,0,3,1,4,3,0,4,1,5,3,1,0,5,1,1,0,3,1,2,499,244,555
2,5,3,4,1,0,5,2,0,0,3,1,1,3,0,4,0,4,1,0,2,0,1,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,5,0,0,2,0,4,2,2,0,5,0,3,0,1,4,0,0,0,4,3,0,0,0,0,2,0,1,0,4,4,3,4,4,3,4,5,2,3,3,5,0,5,5,0,3,1,4,3,0,2,2,0,4,4,4,5,2,2,3,5,4,5,603,236,433
2,5,3,4,1,0,5,0,0,0,3,1,1,3,0,4,0,4,1,0,2,0,1,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,5,0,0,2,0,4,2,2,0,5,0,3,0,1,4,0,0,0,4,3,0,0,0,0,2,0,1,0,4,4,3,4,4,3,4,3,4,3,3,5,0,3,5,0,3,1,4,3,0,2,2,0,4,4,4,5,4,2,3,5,4,5,585,218,445
2,5,3,4,1,0,2,2,0,4,2,3,1,3,0,4,0,2,1,0,4,0,0,0,1,1,3,2,3,4,2,5,1,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,5,3,1,0,0,0,2,4,3,0,0,0,0,2,4,1,0,4,1,3,1,4,3,4,3,2,3,5,5,0,5,5,0,3,1,4,3,0,2,2,0,4,4,4,0,4,2,3,5,4,3,544,440,274
2,5,1,2,5,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,0,0,0,1,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,3,3,1,0,0,0,2,4,3,0,0,0,3,2,0,1,0,4,4,3,2,5,4,4,3,4,3,3,5,0,3,5,0,3,1,4,3,0,2,2,0,4,4,5,0,4,2,3,5,4,5,518,512,197
2,5,1,2,5,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,3,3,1,0,0,0,2,4,3,5,0,0,3,2,0,1,0,4,4,3,2,5,4,4,3,4,3,3,5,0,3,5,0,3,1,4,3,0,2,2,0,4,4,5,0,4,2,3,5,4,5,478,510,161
2,5,1,4,5,0,2,1,5,4,2,3,0,3,0,4,0,2,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,3,3,1,0,0,0,2,4,3,5,0,0,3,2,1,0,0,4,4,3,2,5,4,4,3,2,3,3,5,0,3,5,0,0,1,0,2,5,2,2,0,2,1,5,0,4,2,3,5,4,5,471,577,74
1,3,3,4,1,0,2,5,5,0,3,1,2,4,5,3,0,4,2,0,1,1,1,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,5,0,0,2,0,4,2,2,0,5,0,3,0,0,4,0,0,0,4,3,0,0,0,0,2,4,1,0,4,4,4,4,4,3,1,5,2,3,5,2,0,2,5,0,3,1,3,0,4,4,1,5,3,1,0,5,1,2,0,3,1,2,530,144,613
2,3,3,4,3,0,2,5,0,0,3,1,2,3,0,4,0,4,1,5,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,2,4,1,0,4,1,3,4,4,3,4,3,2,3,5,2,0,5,5,0,3,1,4,3,0,4,1,5,3,1,0,5,1,1,0,3,1,2,616,119,507
1,3,3,4,1,0,2,5,5,0,3,1,2,4,5,3,0,4,2,0,1,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,3,0,2,0,0,0,4,2,2,0,5,0,3,3,0,4,3,0,0,4,3,0,0,0,0,2,0,1,0,4,1,3,2,4,3,4,3,2,3,5,2,0,5,5,0,3,1,4,3,0,4,1,5,3,1,0,5,1,2,0,3,1,2,528,170,572
2,3,3,4,3,0,2,5,0,0,3,1,2,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,2,0,1,0,4,1,3,2,4,4,4,3,2,3,3,5,0,3,5,0,3,1,4,3,0,2,2,0,1,1,5,0,4,2,3,5,4,5,650,258,408
2,5,3,4,1,0,2,2,0,4,2,3,1,3,0,4,0,2,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,4,0,2,0,4,2,2,0,5,0,3,3,0,0,0,0,2,4,3,0,0,0,3,2,0,0,0,4,4,3,2,5,4,4,3,4,3,3,5,0,3,5,0,3,1,4,3,0,2,2,0,4,4,4,0,4,2,3,5,4,3,546,460,321
2,5,3,4,1,0,5,2,0,0,3,1,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,4,0,2,0,3,2,2,0,5,0,3,3,1,0,0,0,2,4,3,0,0,0,3,2,0,0,0,4,4,3,2,5,4,4,3,4,3,3,5,0,3,5,0,3,1,4,3,0,2,2,0,1,1,5,0,4,2,3,5,4,5,550,475,276
2,5,1,4,5,0,2,5,5,4,2,3,0,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,2,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,3,3,1,0,4,0,0,4,3,0,0,0,3,2,0,1,0,4,4,3,2,5,4,4,3,4,3,3,5,0,3,5,0,3,1,4,3,0,2,2,0,4,1,5,0,4,4,3,5,4,5,540,462,183
2,5,1,2,5,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,0,0,0,1,1,3,2,3,4,2,3,1,2,0,5,1,0,5,2,0,2,0,4,2,2,0,5,0,3,3,1,0,0,0,2,4,3,0,1,0,3,2,0,1,0,4,4,3,2,5,4,4,3,4,3,3,5,0,3,5,0,3,1,4,2,0,2,2,0,4,4,5,0,4,2,3,5,4,5,507,508,205
2,3,3,4,3,0,2,5,0,0,3,1,2,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,2,0,1,0,4,1,3,2,4,3,4,3,2,3,5,2,0,5,5,0,3,1,4,3,0,4,1,5,3,1,0,5,1,1,0,3,1,2,620,160,542
1,3,3,4,1,0,2,5,5,0,3,1,2,4,5,3,0,4,2,0,1,0,1,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,5,0,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,2,0,1,0,4,1,4,4,4,3,1,5,2,3,5,2,0,2,5,0,3,1,3,0,4,4,1,5,3,1,0,5,1,2,0,3,1,2,505,193,565
2,5,3,4,1,0,5,2,0,0,3,1,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,4,0,2,0,4,2,2,0,5,0,3,3,0,0,0,0,2,4,3,0,0,0,0,0,4,1,0,2,1,3,2,4,3,4,3,2,3,5,2,0,5,5,0,3,1,4,3,0,2,2,0,4,4,4,0,4,1,3,5,4,3,635,353,351
2,3,3,4,3,0,2,5,0,0,3,1,2,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,3,2,0,1,0,4,1,3,2,4,4,4,0,2,3,5,2,0,5,5,0,3,1,4,3,0,4,1,5,3,1,0,5,1,1,0,3,1,2,604,194,462
2,5,3,4,1,0,5,2,0,0,3,1,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,5,5,4,0,2,0,4,2,2,0,5,0,3,3,0,0,0,0,2,4,3,0,0,0,3,2,0,0,0,4,4,3,2,5,4,4,3,4,3,3,5,0,3,5,0,3,1,4,3,0,2,2,0,1,1,5,0,4,2,3,5,4,5,570,382,339
2,5,3,4,1,0,5,2,0,0,3,1,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,3,0,2,0,3,2,2,0,5,1,3,3,1,0,0,0,2,4,3,0,0,0,3,2,0,0,0,4,4,3,2,5,4,4,3,4,3,3,5,0,3,5,0,3,1,4,3,0,2,2,0,1,1,5,0,4,2,3,5,4,5,501,488,235
2,5,1,2,5,0,2,5,5,4,2,3,0,3,0,4,0,2,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,4,0,2,0,3,2,2,0,5,0,3,3,1,0,0,0,2,4,3,0,0,0,3,2,2,1,0,4,4,3,2,5,4,4,3,4,3,3,5,0,4,5,0,3,1,4,3,0,2,2,0,4,4,5,0,4,2,3,5,4,5,542,462,171
2,3,3,4,3,0,2,5,0,0,3,1,2,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,0,3,0,2,4,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,0,4,1,0,2,1,3,2,4,3,4,3,2,3,5,2,0,5,5,0,3,1,4,3,0,4,1,5,3,1,0,5,1,1,0,3,1,2,679,63,510
2,3,3,4,3,0,2,5,0,0,3,1,2,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,3,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,0,4,1,0,2,1,3,2,4,3,4,3,2,3,5,2,0,5,5,0,3,1,4,3,0,4,1,5,3,1,0,5,1,1,0,3,1,2,654,128,548
2,5,3,4,1,0,5,2,0,0,3,1,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,3,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,1,0,4,0,0,4,3,0,0,0,0,0,4,1,0,2,1,3,2,4,3,4,3,2,3,5,2,0,5,5,0,3,1,4,3,5,2,2,0,4,1,5,0,4,2,3,5,4,3,599,301,334
2,5,3,4,1,0,2,5,0,0,3,1,2,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,3,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,1,0,4,0,0,4,3,0,0,0,0,2,5,1,0,4,1,3,2,4,3,4,3,2,3,5,5,0,5,5,0,0,1,2,2,5,2,2,0,4,1,5,0,4,2,3,5,4,3,619,318,269
2,5,3,4,1,0,5,2,0,0,3,1,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,3,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,1,0,4,0,0,4,3,0,0,0,0,2,5,1,0,4,1,3,2,4,3,4,3,2,3,5,5,0,5,5,0,0,1,2,2,5,2,2,0,4,1,5,0,4,2,3,5,4,3,619,318,269
2,5,3,4,1,0,5,2,0,0,3,1,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,0,5,4,0,2,0,3,2,2,0,5,0,3,3,1,0,0,0,2,4,3,0,0,0,3,2,0,0,0,4,4,3,2,5,4,4,3,4,3,3,5,0,3,5,0,3,1,4,3,0,2,2,0,1,1,5,0,4,2,3,5,4,5,550,475,276
2,5,3,4,1,0,5,2,0,3,3,1,1,3,0,4,0,4,3,0,4,0,0,0,5,1,3,2,3,4,3,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,0,4,1,0,2,1,3,2,4,3,4,3,2,3,5,2,0,5,5,0,3,1,4,3,0,4,1,5,3,1,0,5,4,1,3,5,4,3,641,122,506
2,3,3,4,3,0,2,5,0,0,3,1,2,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,3,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,0,4,1,0,2,1,3,2,4,3,4,3,2,3,5,2,0,3,5,0,3,1,4,3,0,4,1,5,3,1,0,5,1,1,4,3,1,2,679,94,508
2,5,3,4,1,0,5,2,0,0,3,1,1,3,0,0,0,4,1,0,4,0,0,0,5,1,3,2,3,4,3,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,1,0,4,0,0,4,3,0,0,0,0,2,5,1,0,4,1,3,2,4,3,4,3,2,3,5,5,0,5,5,0,0,1,2,2,5,2,1,5,3,1,0,5,1,1,4,5,4,3,588,171,381
2,5,3,4,1,0,5,2,0,0,3,1,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,3,5,2,0,2,0,4,2,2,0,5,0,3,3,1,0,4,0,0,0,3,0,0,0,0,2,5,1,0,4,1,3,2,4,3,4,3,2,3,5,5,0,5,5,0,0,1,2,2,5,2,2,0,4,1,5,0,4,2,3,5,4,3,552,386,267
1,3,3,4,3,0,2,5,0,0,3,1,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,1,4,3,0,0,0,0,2,4,1,0,4,1,3,2,4,3,4,3,2,3,5,5,0,2,5,0,3,1,4,3,3,0,2,0,4,4,4,0,4,2,0,3,1,2,632,358,377
2,3,3,4,3,0,2,5,0,0,3,1,2,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,0,4,1,0,2,1,3,2,4,3,4,3,2,3,5,5,0,2,5,0,3,1,4,3,3,0,2,0,4,4,4,0,4,2,0,3,1,2,670,310,418
2,3,3,4,3,0,2,5,0,0,3,1,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,2,4,1,0,1,1,3,2,4,3,4,3,2,3,5,5,0,2,5,0,3,1,4,3,3,0,2,0,4,4,4,0,4,2,0,3,1,2,651,326,390
1,3,3,4,3,0,2,5,0,0,3,5,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,2,4,1,0,4,1,3,2,4,3,4,3,2,3,5,5,0,2,5,0,3,1,4,3,3,0,2,0,4,4,4,0,4,2,0,3,1,2,651,326,390
2,5,3,4,1,0,5,2,0,0,3,1,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,1,5,2,0,2,0,4,5,2,0,5,0,3,3,1,0,4,0,0,4,3,0,0,0,0,2,4,1,0,4,1,3,2,4,3,4,3,2,3,5,5,0,5,5,0,2,1,2,2,5,2,2,0,4,1,5,0,4,2,3,5,4,3,549,362,257
2,3,3,4,3,0,2,5,0,0,3,1,1,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,2,4,1,0,4,1,3,2,4,3,4,3,2,3,5,5,0,2,5,0,3,1,4,3,3,0,2,0,4,4,4,0,4,2,0,3,1,2,651,326,390
2,3,3,4,1,0,5,2,0,0,3,1,2,2,5,3,0,4,2,0,0,0,0,0,5,1,3,2,3,4,2,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,0,4,1,0,2,1,3,2,4,3,4,3,2,3,5,2,0,2,5,0,3,1,4,3,0,4,1,5,3,1,0,5,1,1,4,3,1,2,676,20,535
2,3,3,4,3,0,2,5,0,0,3,1,2,3,0,4,0,4,1,0,4,0,0,0,5,1,3,2,3,4,3,3,1,2,0,5,1,3,0,2,0,2,0,4,2,2,0,5,0,3,3,0,4,4,0,0,4,3,0,0,0,0,2,4,1,0,4,1,3,2,4,3,4,0,2,3,5,2,0,3,5,0,3,1,4,3,0,4,1,5,3,1,0,5,1,1,4,3,1,2,615,132,441
